Student ID,Name,Branch,Semester,Courses taken,CGPA,Preferences,Courses_taken_ids
206,Student_206,CSE,6,4,5.59,Robotics,13B1NHS831;10B11CI612;10B1NPD732;10B11CI613
207,Student_207,ECE,6,5,7.56,IoT,10B19GE698;14B1NCI731;10B1NCI733;10B1NPD734;10B1NCI837
208,Student_208,ECE,7,7,6.34,AI,13B1NCI831;10B11CI512;14B1NCI832;11B1NCI731;12B2NCI752;10B11EC514;10B11CI511
209,Student_209,ECE,6,8,7.38,ML,12B2NCI752;10B1NPD735;10B1NCI731;10B1NPD733;10B1NCI733;10B11PD611;10B1NPD732;10B28CI581
210,Student_210,CSE,5,5,5.94,Cybersecurity,13B1NCI831;10B17CI673;10B11PH611;10B11EC514;10B1NPD732
211,Student_211,CSE,4,5,7.22,AI,10B11PD611;10B17CI672;14B1NCI731;14B1NCI834;10B1NPD735
212,Student_212,CSE,1,9,8.56,Robotics,14B1NCI835;14B1NCI834;10B11EC514;10B1NCI731;10B1NCI736;13B1NHS831;10B11CI612;14B1NCI833;10B1NCI733
213,Student_213,CSE,5,9,7.7,Cybersecurity,10B1NPD734;10B11CI612;10B1NCI731;10B11PD611;14B1NCI835;10B11EC514;10B1NPD732;14B1NCI731;10B11PD511
214,Student_214,CSE,5,8,6.51,AI,13B1NCI834;10B17CI671;13B11NHS731;10B17EC574;10B11CI612;10B11CI511;10B1NPD733;10B1NCI733
215,Student_215,CSE,5,6,7.31,IoT,10B1NCI835;10B11CI511;10B1NPD732;10B11PD511;14B1NCI833;10B19CI591
216,Student_216,CSE,2,4,6.71,Robotics,10B11CI511;10B1NPD735;10B17CI672;10B1NCI731
217,Student_217,ECE,2,4,7.01,Robotics,10B13PD832;10B13PD831;10B17CI672;10B19CI691
218,Student_218,CSE,7,7,6.61,Cybersecurity,14B1NCI832;10B1NCI731;10B19CI691;10B13CI834;10B17CI671;10B1NPD732;10B28CI581
219,Student_219,ECE,4,7,6.8,IoT,10B11CI512;10B11PD511;10B19GE698;10B19CI591;14B1NCI731;10B17CI572;10B1NPD733
220,Student_220,CSE,6,9,7.25,Cybersecurity,10B2NCI853;10B11PH611;10B1NPD734;10B1NCI736;14B1NCI833;13B1NCI832;10B19GE698;10B13PD831;10B1NCI835
221,Student_221,CSE,5,7,5.81,Data Science,10B1NCI837;11B1NCI731;10B11EC514;10B19CI691;10B11CI613;14B1NCI835;10B1NPD732
222,Student_222,CSE,5,3,5.78,AI,10B1NPD733;10B17CI571;13B1NCI834
223,Student_223,ECE,6,8,5.33,Data Science,10B11CI511;10B17CI672;12B1NHS831;10B1NCI835;10B17CI572;10B1NCI731;10B17EC574;10B17CI571
224,Student_224,ECE,3,4,5.08,AI,10B11PD611;13B11NHS731;10B19CI691;14B1NCI833
225,Student_225,ECE,5,5,5.54,ML,14B1NCI833;10B11PD611;10B19CI891;10B17EC574;13B1NHS831
226,Student_226,ECE,4,7,7.19,Robotics,12B2NCI752;10B19CI591;10B19CI791;10B11CI511;13B11NHS731;10B13PD832;10B11CI512
227,Student_227,CSE,4,10,5.93,Cybersecurity,10B28CI581;10B19CI591;10B11PD611;10B17CI571;10B11CI513;14B1NCI834;10B17CI672;13B11NHS731;10B1NCI731;13B1NCI832
228,Student_228,ECE,4,10,7.62,ML,10B19GE698;12B1NHS831;11B1NCI831;10B17CI673;10B1NCI831;11B1NCI731;10B11PD611;10B1NCI733;10B19CI591;10B11CI613
229,Student_229,CSE,5,7,7.04,ML,11B1NCI831;10B19CI691;10B17CI671;10B1NCI731;10B1NCI835;10B11PH611;10B1NPD732
230,Student_230,CSE,4,6,5,Robotics,14B1NCI831;10B1NCI835;10B13CI834;10B19CI591;13B1NCI834;10B1NPD734
231,Student_231,ECE,7,7,7.79,Robotics,10B11PD611;10B11CI511;14B1NCI834;14B1NCI835;10B11PD511;10B17CI671;10B11CI613
232,Student_232,ECE,3,8,7.97,AI,10B11CI513;13B1NCI834;10B28CI581;10B17CI672;10B11CI512;10B2NCI853;10B13CI834;10B1NCI733
233,Student_233,ECE,4,5,5.81,Data Science,12B1NHS831;10B1NPD735;14B1NCI834;13B1NCI832;10B11PH611
234,Student_234,ECE,4,10,7.5,IoT,14B1NCI833;10B11PD611;10B1NPD733;13B1NHS831;10B17CI673;10B17EC574;10B11CI511;10B13PD831;10B19CI591;10B11EC514
235,Student_235,ECE,7,6,5.97,AI,14B1NCI731;10B2NCI853;10B17CI673;13B1NCI831;14B1NCI834;10B1NCI837
236,Student_236,ECE,5,7,7.12,IoT,13B1NHS831;13B1NCI832;12B1NHS831;13B11NHS731;11B1NCI831;14B1NCI835;14B1NCI832
237,Student_237,ECE,7,7,5.48,ML,13B1NCI831;10B19CI891;12B2NCI752;10B13CI834;10B1NPD733;10B11PH611;11B1NCI831
238,Student_238,ECE,2,7,5,IoT,14B1NCI832;12B2NCI752;10B1NCI835;13B1NCI832;10B19CI591;10B17CI672;10B2NCI853
239,Student_239,CSE,5,8,6.54,Data Science,10B13PD832;13B1NCI834;10B19CI791;10B1NCI733;10B11CI513;10B11CI512;10B19CI691;10B11PD511
240,Student_240,ECE,6,5,6.85,AI,10B17EC574;10B1NPD735;13B1NCI834;10B19CI891;10B2NCI853
241,Student_241,ECE,5,5,6.52,Robotics,12B1NHS831;10B13PD831;10B1NPD732;10B1NCI733;10B28CI581
242,Student_242,CSE,7,4,5.58,Data Science,10B1NPD732;10B17CI572;13B11NHS731;10B1NCI831
243,Student_243,ECE,3,7,6.52,Data Science,10B11EC514;11B1NCI731;10B19CI591;10B19CI691;10B11PD511;10B19CI791;12B1NHS831
244,Student_244,CSE,7,8,7.32,AI,10B19CI791;11B1NCI731;14B1NCI832;12B2NCI752;13B1NHS831;10B1NCI831;14B1NCI731;10B13CI834
245,Student_245,CSE,8,7,6.95,Robotics,10B11CI512;10B11CI513;10B1NCI835;10B1NCI731;14B1NCI832;13B1NCI832;13B11NHS731
246,Student_246,ECE,4,9,7.22,Data Science,10B1NPD732;11B1NCI831;10B11CI611;10B17CI671;10B1NCI837;10B11PD511;10B19CI591;10B1NCI831;10B1NCI733
247,Student_247,CSE,4,6,6.2,Robotics,10B19CI691;10B1NPD732;10B19GE698;14B1NCI834;14B1NCI835;10B1NPD735
248,Student_248,CSE,7,7,8.41,Cybersecurity,10B17CI572;14B1NCI834;10B11CI513;10B1NCI736;10B1NPD732;10B19CI591;10B19CI791
249,Student_249,CSE,8,4,5.59,Cybersecurity,10B1NCI831;10B17EC574;10B19CI591;13B1NHS831
250,Student_250,CSE,3,5,7.59,Cybersecurity,14B1NCI834;11B1NCI731;10B28CI581;10B19CI791;12B2NCI752
251,Student_251,ECE,4,7,8.42,IoT,10B19CI891;13B1NCI831;13B1NHS831;10B13PD832;10B19CI691;10B13CI834;10B11CI611
252,Student_252,CSE,4,8,7.58,Data Science,12B2NCI752;10B1NPD733;10B1NPD734;10B19CI691;10B28CI581;13B1NCI834;10B11CI613;10B11CI611
253,Student_253,ECE,2,5,6.76,AI,10B11CI612;10B1NCI835;10B1NPD734;10B19CI591;10B11CI513
254,Student_254,CSE,3,6,6.37,AI,13B1NHS831;10B13PD832;12B2NCI752;13B1NCI831;10B1NCI835;10B11CI512
255,Student_255,CSE,2,3,8.24,IoT,10B11CI511;14B1NCI731;10B17CI572
256,Student_256,CSE,3,5,5.29,AI,10B17CI571;10B1NPD733;10B1NCI736;10B11CI513;10B11CI613
257,Student_257,CSE,4,8,5.84,Cybersecurity,10B1NCI835;13B1NCI834;10B19CI791;10B11CI611;14B1NCI834;10B17CI572;10B17CI671;10B2NCI853
258,Student_258,ECE,5,7,6.52,Data Science,10B1NPD734;14B1NCI833;10B1NCI731;10B19CI891;10B11PD511;10B1NCI733;10B13CI834
259,Student_259,ECE,8,7,8.49,AI,10B1NPD733;10B17CI672;13B1NCI831;10B11CI511;12B2NCI752;10B17CI673;10B19CI691
260,Student_260,CSE,3,6,7.46,AI,14B1NCI831;10B19GE698;10B1NCI733;10B11CI511;12B2NCI752;10B11CI513
261,Student_261,CSE,6,6,5.84,ML,10B1NCI736;10B17CI572;10B11CI513;10B19CI891;10B1NCI731;14B1NCI831
262,Student_262,ECE,4,5,6.63,ML,10B11CI612;14B1NCI833;14B1NCI834;13B1NCI832;10B1NCI736
263,Student_263,CSE,4,7,6.26,ML,14B1NCI834;10B1NCI835;10B17CI671;10B13CI834;14B1NCI831;14B1NCI835;10B1NCI733
264,Student_264,CSE,6,7,6.15,Data Science,10B1NCI736;10B13PD832;10B28CI581;10B1NCI731;10B17CI673;10B19GE698;13B1NCI832
265,Student_265,CSE,2,7,8.17,Cybersecurity,14B1NCI833;13B1NCI831;10B1NPD732;10B11PH611;10B1NCI835;10B13CI834;10B1NCI736
266,Student_266,ECE,5,5,5.35,Robotics,12B1NHS831;10B11PD611;14B1NCI832;12B2NCI752;10B17CI672
267,Student_267,ECE,5,2,8.93,Cybersecurity,12B2NCI752;10B17CI673
268,Student_268,ECE,5,8,7.99,Cybersecurity,11B1NCI731;10B1NCI733;10B2NCI853;10B28CI581;10B19CI591;14B1NCI731;13B1NCI834;10B19GE698
269,Student_269,CSE,5,5,8.31,Data Science,14B1NCI832;10B17CI673;10B17CI671;10B11CI511;13B11NHS731
270,Student_270,CSE,8,4,6.44,Data Science,10B17CI671;10B11CI612;10B1NCI736;10B11CI511
271,Student_271,ECE,3,7,6.82,ML,10B19GE698;10B19CI591;12B1NHS831;14B1NCI834;10B11CI512;14B1NCI731;10B1NCI731
272,Student_272,ECE,3,5,5.28,AI,10B2NCI853;10B19GE698;10B17CI671;10B1NCI736;10B13PD831
273,Student_273,ECE,3,8,6.37,IoT,10B11CI613;13B1NHS831;10B19CI691;10B17CI571;10B17CI672;12B2NCI752;14B1NCI832;13B1NCI834
274,Student_274,ECE,3,7,7.59,IoT,10B19CI691;10B1NCI736;10B1NCI835;10B17CI671;14B1NCI834;10B17CI572;10B1NPD734
275,Student_275,CSE,3,7,8.56,Robotics,10B11CI611;10B17CI671;10B17CI572;10B2NCI853;10B11CI512;10B1NCI733;10B1NPD734
276,Student_276,ECE,7,3,5.67,AI,10B17CI672;10B17CI673;10B17CI671
277,Student_277,CSE,7,8,6.56,Robotics,10B13PD831;14B1NCI833;10B19CI691;10B2NCI853;10B11PH611;12B2NCI752;10B1NPD735;10B19CI791
278,Student_278,ECE,3,7,6.82,ML,14B1NCI831;10B11CI513;13B1NCI832;14B1NCI833;10B19GE698;12B1NHS831;10B11PH611
279,Student_279,CSE,3,5,5.33,Robotics,14B1NCI731;10B19CI891;10B11PD611;10B1NPD732;10B11CI612
280,Student_280,ECE,5,6,7.71,AI,10B11CI611;11B1NCI731;10B19CI791;13B1NCI832;12B1NHS831;10B1NCI831
281,Student_281,ECE,3,2,6.13,AI,10B28CI581;14B1NCI834
282,Student_282,ECE,6,7,6.77,IoT,14B1NCI833;10B17CI572;14B1NCI834;13B1NCI831;10B1NPD733;10B13CI834;10B1NPD734
283,Student_283,ECE,5,4,6.46,ML,13B11NHS731;10B19GE698;10B11CI613;10B28CI581
284,Student_284,CSE,1,3,6.05,Data Science,10B17EC574;10B11PD611;13B1NCI831
285,Student_285,ECE,8,3,6.99,Robotics,10B11CI511;12B2NCI752;14B1NCI835
286,Student_286,CSE,8,8,6.74,IoT,13B1NHS831;10B19CI591;13B11NHS731;10B11PD611;10B1NPD732;14B1NCI833;10B28CI581;10B11CI612
287,Student_287,CSE,3,5,6.55,Robotics,14B1NCI831;10B2NCI853;13B1NCI834;12B1NHS831;10B1NPD734
288,Student_288,CSE,4,9,6.13,Robotics,10B11CI612;13B1NCI832;10B17CI672;10B1NPD732;10B1NPD733;10B19CI591;10B19GE698;10B11CI613;10B11PH611
289,Student_289,CSE,5,5,7.38,Data Science,10B13PD832;10B19CI691;13B1NCI832;10B11CI513;10B19CI591
290,Student_290,ECE,5,3,8.98,ML,10B1NCI731;10B11EC514;10B11CI613
291,Student_291,CSE,6,4,7.17,AI,14B1NCI731;10B1NCI831;13B1NCI831;10B13PD831
292,Student_292,CSE,8,8,8.2,Cybersecurity,13B1NCI834;14B1NCI834;10B1NCI837;14B1NCI832;10B13PD831;10B19GE698;10B19CI691;14B1NCI833
293,Student_293,CSE,4,6,5.33,Robotics,12B1NHS831;14B1NCI834;10B17CI672;10B1NCI831;10B11CI512;10B1NPD735
294,Student_294,ECE,3,5,7.19,Cybersecurity,14B1NCI731;12B1NHS831;10B11PD611;14B1NCI835;14B1NCI833
295,Student_295,ECE,2,6,5.68,ML,10B17CI672;10B17EC574;10B28CI581;10B19CI791;10B17CI571;10B13PD831
296,Student_296,ECE,3,7,5.23,Cybersecurity,10B11PH611;10B17CI672;13B1NCI831;12B1NHS831;10B13PD832;10B1NCI837;14B1NCI832
297,Student_297,ECE,4,8,6.11,Robotics,13B1NHS831;13B1NCI831;10B17EC574;10B17CI571;13B1NCI832;10B28CI581;12B1NHS831;10B19CI891
298,Student_298,CSE,8,9,8.43,Data Science,10B11CI513;10B11PD611;12B1NHS831;10B11PD511;10B19GE698;13B1NCI831;11B1NCI831;10B19CI591;10B1NPD732
299,Student_299,CSE,3,5,8.14,Cybersecurity,10B2NCI853;10B1NCI837;10B11CI511;10B19CI691;10B19CI891
300,Student_300,ECE,5,3,7.29,ML,10B19CI591;14B1NCI834;13B1NHS831
301,Student_301,CSE,4,5,5.16,ML,10B13CI834;10B17CI671;14B1NCI835;10B19CI791;10B1NPD732
302,Student_302,CSE,7,7,6.76,Data Science,10B1NCI733;10B17EC574;10B11CI612;14B1NCI831;13B1NCI832;13B1NHS831;13B1NCI834
303,Student_303,CSE,8,4,7.36,Cybersecurity,10B19CI791;10B19CI891;10B11PD511;10B13CI834
304,Student_304,ECE,3,4,7.21,Cybersecurity,14B1NCI832;14B1NCI833;13B1NCI831;10B11PH611
305,Student_305,ECE,4,7,5,AI,10B19CI691;10B19CI791;10B11CI513;10B13CI834;10B13PD832;10B1NCI835;13B1NHS831
306,Student_306,CSE,7,6,5.93,IoT,10B19CI891;10B11PH611;10B13PD831;12B1NHS831;10B1NCI733;13B1NCI832
307,Student_307,ECE,6,6,6.92,ML,10B19CI691;11B1NCI731;14B1NCI831;14B1NCI835;14B1NCI834;10B1NCI837
308,Student_308,ECE,8,4,7.64,AI,11B1NCI831;10B13CI834;10B1NCI733;12B1NHS831
309,Student_309,ECE,6,6,5,ML,10B17CI673;10B13PD832;10B17CI671;10B1NPD735;10B1NPD732;10B11CI512
310,Student_310,ECE,4,4,6.81,AI,13B1NCI832;10B1NCI733;10B11PH611;13B1NCI834
311,Student_311,ECE,6,8,7.17,IoT,10B13PD832;10B19CI891;11B1NCI831;10B1NCI837;10B1NCI831;13B1NHS831;14B1NCI834;10B11PH611
312,Student_312,CSE,7,8,8.02,AI,13B1NCI832;10B1NCI736;11B1NCI831;12B2NCI752;10B17CI672;10B11CI611;10B1NPD735;13B1NHS831
313,Student_313,ECE,6,2,7.83,ML,10B1NCI733;10B11PH611
314,Student_314,CSE,6,4,7.7,Cybersecurity,14B1NCI833;10B11CI611;10B19CI891;10B13CI834
315,Student_315,CSE,7,3,6.04,ML,13B1NHS831;13B1NCI831;10B17CI572
316,Student_316,ECE,7,5,5,Robotics,10B11CI511;13B1NHS831;12B2NCI752;11B1NCI731;10B17CI571
317,Student_317,CSE,7,6,6.53,Data Science,14B1NCI831;10B19CI691;10B2NCI853;13B1NCI832;10B17CI671;10B11PD611
318,Student_318,CSE,6,3,8.2,Data Science,10B1NPD732;10B1NPD735;10B1NPD734
319,Student_319,CSE,4,4,8.67,Robotics,10B1NCI831;14B1NCI832;14B1NCI834;10B11PD611
320,Student_320,ECE,5,4,7.85,Data Science,14B1NCI834;10B17CI672;10B28CI581;10B1NPD735
321,Student_321,ECE,7,6,7.52,Data Science,10B19CI591;10B17CI571;10B13PD831;10B11CI611;11B1NCI831;10B11PD511
322,Student_322,CSE,3,6,7.46,IoT,14B1NCI834;13B1NCI831;10B11PH611;10B1NCI733;10B2NCI853;10B17CI671
323,Student_323,ECE,5,5,6.33,Cybersecurity,10B2NCI853;14B1NCI834;13B1NCI832;10B11CI513;13B11NHS731
324,Student_324,ECE,4,6,6.84,Cybersecurity,10B1NPD733;10B1NPD735;11B1NCI831;10B1NCI837;10B17CI672;13B1NCI832
325,Student_325,ECE,5,5,9,ML,10B1NPD734;10B1NCI731;10B13PD832;10B11CI613;14B1NCI835
326,Student_326,ECE,7,5,5.87,Robotics,10B1NCI837;13B1NCI834;10B11PH611;10B13CI834;10B1NPD732
327,Student_327,CSE,5,9,8.94,AI,12B2NCI752;10B11PH611;13B1NCI831;10B11PD611;10B1NCI837;10B19CI691;13B1NHS831;10B11PD511;10B11EC514
328,Student_328,CSE,5,9,6.61,ML,10B17EC574;14B1NCI835;14B1NCI832;10B2NCI853;10B19CI591;10B19CI691;10B1NCI837;10B1NCI731;10B11PH611
329,Student_329,ECE,2,3,8.59,ML,10B19CI691;10B1NCI831;10B1NCI835
330,Student_330,ECE,6,8,5.31,ML,12B2NCI752;12B1NHS831;10B1NCI736;10B11CI613;10B1NPD735;10B1NPD733;10B11PH611;10B19CI791
331,Student_331,CSE,6,8,7.7,ML,13B1NCI832;10B17CI673;10B17CI672;12B2NCI752;10B11CI611;10B11CI512;14B1NCI831;10B1NPD735
332,Student_332,CSE,8,4,6.12,Cybersecurity,10B19CI791;12B1NHS831;14B1NCI731;10B1NPD734
333,Student_333,ECE,4,8,5.3,AI,14B1NCI833;10B1NCI731;10B13PD832;10B17CI571;10B28CI581;10B11PD511;14B1NCI831;12B2NCI752
334,Student_334,CSE,5,9,7.26,ML,14B1NCI834;10B11PD511;10B1NCI733;10B11CI613;10B19CI791;10B19CI691;10B17CI671;10B13PD831;10B1NCI831
335,Student_335,ECE,5,4,8.21,Cybersecurity,10B2NCI853;14B1NCI833;13B1NCI831;10B1NCI731
336,Student_336,ECE,8,4,5.99,ML,10B17CI571;10B17EC574;10B1NPD733;14B1NCI833
337,Student_337,CSE,4,8,5.2,Data Science,10B11CI611;10B17CI671;10B1NCI731;13B11NHS731;10B11CI512;10B11PD511;13B1NCI832;14B1NCI832
338,Student_338,CSE,5,7,6.89,ML,10B19CI791;10B1NPD732;14B1NCI831;10B11PH611;10B11CI513;10B11CI512;10B11PD511
339,Student_339,ECE,6,7,6.9,Robotics,13B1NCI831;10B1NCI835;14B1NCI833;13B1NHS831;10B19CI591;11B1NCI731;10B11CI612
340,Student_340,ECE,5,7,7.66,Robotics,10B11CI613;10B19GE698;10B1NCI831;10B1NCI731;10B1NPD733;10B11EC514;13B1NCI834
341,Student_341,CSE,4,7,8.14,ML,10B17CI571;10B28CI581;10B1NPD732;10B17CI572;10B11CI613;10B11EC514;10B11CI612
342,Student_342,ECE,5,3,6.93,IoT,10B11CI513;10B1NCI733;10B17CI673
343,Student_343,CSE,7,8,9.23,Data Science,10B1NPD732;10B19CI791;10B1NCI837;10B2NCI853;10B1NPD735;10B19CI691;10B19CI891;10B19CI591
344,Student_344,ECE,2,8,7.27,AI,10B1NCI736;10B1NCI831;14B1NCI832;14B1NCI834;10B13PD831;10B11CI611;10B17CI672;10B1NCI731
345,Student_345,CSE,5,6,6.58,ML,10B19GE698;14B1NCI731;10B19CI791;13B11NHS731;10B11PD611;11B1NCI831
346,Student_346,CSE,3,6,5.07,AI,10B17CI672;10B11CI613;10B17CI673;10B19GE698;14B1NCI833;10B1NCI731
347,Student_347,CSE,7,3,6.68,Data Science,10B2NCI853;10B19CI791;10B1NCI831
348,Student_348,ECE,1,7,6.6,ML,10B11EC514;10B11CI612;10B19CI791;10B1NPD734;14B1NCI833;10B17EC574;14B1NCI835
349,Student_349,ECE,3,7,8.15,IoT,10B11PD611;10B1NPD732;10B28CI581;10B1NCI831;10B19CI891;10B11CI612;10B11CI513
350,Student_350,CSE,5,6,7.55,Cybersecurity,14B1NCI835;10B19GE698;13B1NHS831;10B11CI611;10B19CI691;10B11CI512
351,Student_351,ECE,8,8,5.58,IoT,14B1NCI832;10B17CI673;10B19CI791;10B17CI571;13B1NCI832;10B13CI834;12B1NHS831;10B1NCI731
352,Student_352,CSE,4,5,7.21,IoT,14B1NCI831;10B11PD611;10B11EC514;10B11CI513;13B1NCI832
353,Student_353,CSE,3,7,7.81,Cybersecurity,10B1NCI736;13B1NCI834;10B19CI891;10B19GE698;10B17CI673;10B11PD611;10B13PD831
354,Student_354,ECE,8,4,8.83,Cybersecurity,10B17CI571;13B1NCI832;11B1NCI831;10B11CI512
355,Student_355,ECE,2,6,8.07,Robotics,14B1NCI833;10B28CI581;10B19CI891;10B1NCI831;10B17EC574;10B19CI591
356,Student_356,CSE,1,6,7.91,Cybersecurity,10B11CI612;10B13CI834;10B17EC574;13B11NHS731;10B1NPD735;14B1NCI832
357,Student_357,ECE,5,6,7.07,ML,10B19GE698;10B11EC514;10B13CI834;10B1NPD733;10B19CI591;10B28CI581
358,Student_358,ECE,3,5,7.47,AI,10B17CI671;10B1NCI837;10B1NCI831;11B1NCI831;10B11CI612
359,Student_359,CSE,2,6,8.5,Robotics,14B1NCI831;13B1NCI834;10B11CI512;10B2NCI853;10B17CI572;10B13PD832
360,Student_360,CSE,6,8,5.4,Robotics,13B1NCI832;13B11NHS731;10B11CI611;10B13PD831;14B1NCI832;10B19CI891;13B1NHS831;10B17EC574
361,Student_361,ECE,5,5,6.58,AI,10B1NPD734;14B1NCI833;10B1NCI736;10B11EC514;13B1NCI834
362,Student_362,CSE,3,3,6.07,Robotics,12B2NCI752;13B1NHS831;10B13CI834
363,Student_363,CSE,2,9,7.45,Cybersecurity,14B1NCI831;14B1NCI834;12B1NHS831;10B1NPD734;10B1NCI835;10B19CI791;14B1NCI833;10B17EC574;10B17CI571
364,Student_364,ECE,6,9,8.48,IoT,10B11CI611;10B17CI673;10B13PD832;12B2NCI752;10B1NCI837;11B1NCI831;10B17CI671;10B11PD511;10B1NPD732
365,Student_365,CSE,6,3,6.28,Data Science,11B1NCI731;14B1NCI835;14B1NCI831
366,Student_366,CSE,4,7,5,Cybersecurity,12B1NHS831;10B1NCI731;13B1NCI834;14B1NCI832;10B11PD611;10B1NPD734;14B1NCI831
367,Student_367,ECE,8,5,6.51,IoT,10B1NPD732;10B19CI691;10B17CI571;10B11CI612;10B1NPD734
368,Student_368,ECE,2,7,8.1,IoT,10B2NCI853;10B1NPD735;11B1NCI831;10B1NPD734;10B11CI613;10B11CI513;10B1NCI835
369,Student_369,CSE,1,7,7.65,Robotics,14B1NCI835;10B17CI572;10B17CI571;10B1NPD735;11B1NCI731;10B13PD832;10B1NCI837
370,Student_370,CSE,3,6,7.51,ML,10B11CI512;10B17CI672;14B1NCI731;10B19CI891;10B11CI612;10B11CI511
371,Student_371,ECE,4,4,6.66,ML,10B1NPD733;13B1NCI831;10B11CI511;13B1NCI834
372,Student_372,ECE,5,5,5.47,Robotics,10B1NPD733;13B1NCI831;13B1NHS831;10B11CI511;10B11CI611
373,Student_373,ECE,4,4,7.62,Robotics,10B17CI671;10B11CI513;10B1NCI837;10B13PD832
374,Student_374,ECE,5,4,6,AI,10B28CI581;14B1NCI834;13B1NCI834;10B1NCI831
375,Student_375,CSE,2,6,9.62,AI,10B19CI791;13B11NHS731;12B1NHS831;13B1NCI834;10B11CI512;10B13PD831
376,Student_376,ECE,7,5,7.68,Data Science,10B11CI511;10B11EC514;10B19CI691;10B1NPD735;13B1NCI832
377,Student_377,ECE,4,7,6.3,Data Science,10B1NPD734;14B1NCI731;10B17CI673;10B2NCI853;10B17CI571;10B19GE698;14B1NCI833
378,Student_378,CSE,7,9,6.27,Data Science,10B13PD832;10B19CI891;13B1NCI832;13B11NHS731;10B1NCI831;10B11PD511;12B2NCI752;12B1NHS831;10B19GE698
379,Student_379,ECE,5,5,6.89,Data Science,13B1NCI832;10B19CI691;10B17CI672;14B1NCI832;14B1NCI834
380,Student_380,CSE,5,6,6.71,IoT,10B1NCI736;10B1NCI733;14B1NCI835;10B13CI834;10B11PD611;10B1NCI831
381,Student_381,ECE,6,7,8.34,IoT,10B1NCI731;10B11CI511;13B1NHS831;13B11NHS731;12B2NCI752;10B17EC574;10B13CI834
382,Student_382,ECE,5,7,7.22,AI,14B1NCI831;10B13CI834;10B1NCI831;10B19CI891;10B1NCI731;10B13PD832;10B11PH611
383,Student_383,ECE,6,6,6.12,ML,10B2NCI853;10B1NPD734;10B13CI834;10B1NPD733;13B1NHS831;13B1NCI834
384,Student_384,CSE,7,7,9.27,Robotics,10B1NPD732;10B19CI691;14B1NCI833;10B1NPD733;10B1NCI831;10B17CI673;10B11EC514
385,Student_385,CSE,5,7,7.06,ML,10B13PD831;13B1NCI831;10B11CI612;11B1NCI731;10B11CI513;14B1NCI731;13B1NCI832
386,Student_386,ECE,6,4,7.92,Cybersecurity,10B1NCI837;10B1NCI835;10B19CI691;10B19CI791
387,Student_387,CSE,4,8,6.27,IoT,10B11CI613;10B17CI572;10B1NCI837;10B19GE698;13B1NHS831;10B11PD511;11B1NCI831;14B1NCI833
388,Student_388,CSE,7,8,7.44,Data Science,10B11CI611;10B1NCI831;10B17CI572;13B1NCI831;10B11PH611;10B13PD832;13B11NHS731;10B11EC514
389,Student_389,CSE,3,4,7.37,Data Science,10B17EC574;14B1NCI834;10B19CI591;10B1NPD735
390,Student_390,CSE,8,6,5,Cybersecurity,10B19GE698;14B1NCI832;13B1NCI834;10B1NCI831;10B11CI613;14B1NCI835
391,Student_391,CSE,4,7,9.42,ML,10B1NCI733;10B1NCI835;10B11CI512;10B13PD831;10B17CI672;13B1NHS831;10B11CI613
392,Student_392,CSE,2,6,8.55,Data Science,10B19CI591;14B1NCI832;13B1NCI832;10B1NPD733;12B1NHS831;10B11PH611
393,Student_393,ECE,5,8,6.52,ML,10B19GE698;10B11PD511;10B1NCI837;10B1NCI733;12B2NCI752;13B1NCI831;12B1NHS831;10B2NCI853
394,Student_394,ECE,3,10,5.68,Robotics,10B11CI611;10B11PD611;10B1NPD734;14B1NCI831;12B2NCI752;10B11EC514;11B1NCI731;10B1NPD732;10B17CI572;14B1NCI731
395,Student_395,CSE,6,4,7.42,Cybersecurity,11B1NCI831;10B11CI613;10B17CI572;10B11CI511
396,Student_396,ECE,3,3,7.1,ML,10B17CI571;10B11CI612;10B13CI834
397,Student_397,ECE,4,7,7.43,Robotics,10B17CI672;10B11CI512;14B1NCI835;14B1NCI833;10B19CI791;10B1NPD732;10B19GE698
398,Student_398,ECE,1,7,7.23,ML,12B2NCI752;10B2NCI853;10B11EC514;14B1NCI731;10B11CI512;10B1NPD735;10B17CI571
399,Student_399,ECE,4,6,7.61,ML,10B11CI611;10B11PD511;10B19GE698;10B17EC574;10B19CI591;14B1NCI832
400,Student_400,CSE,1,9,8.74,Data Science,10B11CI611;13B11NHS731;10B1NPD732;14B1NCI834;10B1NPD735;10B19CI691;11B1NCI831;10B19CI791;10B19CI591
401,Student_401,ECE,1,3,7.68,AI,14B1NCI831;10B17EC574;10B11CI512
402,Student_402,ECE,6,7,5.74,IoT,11B1NCI831;10B17CI572;10B19CI791;10B19GE698;10B11CI612;13B1NCI832;12B1NHS831
403,Student_403,CSE,6,5,8.64,ML,10B11CI513;12B1NHS831;10B1NCI831;10B11EC514;10B17CI571
404,Student_404,CSE,5,9,8.97,ML,14B1NCI833;11B1NCI831;10B13PD832;10B17CI571;13B11NHS731;10B1NCI733;10B17EC574;10B17CI673;10B11CI512
405,Student_405,ECE,3,10,10,ML,10B11CI511;12B1NHS831;10B1NCI733;14B1NCI835;10B1NPD734;10B1NPD732;10B1NPD735;10B17CI672;10B17CI571;10B17CI572
406,Student_406,ECE,4,4,5.65,AI,10B17CI672;10B17CI673;12B2NCI752;14B1NCI834
